game-id,timeslot,default broker,SPOT,AgentUDE,imbalance,consumption
PowerTAC_2018_Finals_260,407,-1.67365271985949,786.0181994979448,8598.83310171876,9383.177648496845,-42731.288020797016
PowerTAC_2018_Finals_260,408,0.0,590.5739599720027,-7778.267400108722,-7187.693440136719,-52817.41911433702
PowerTAC_2018_Finals_260,409,-1.6619866956885838,-2416.2674639018496,8416.901654448688,5998.97220385115,-53344.661571151075
PowerTAC_2018_Finals_260,410,0.0,-3287.371940149611,-72.30395347141894,-3359.67589362103,-51561.08704589301
PowerTAC_2018_Finals_260,411,0.0,-4175.615083428265,6850.8545308018365,2675.2394473735712,-47478.986591744135
PowerTAC_2018_Finals_260,412,0.0,-2785.3775394363274,6747.032392702236,3961.654853265909,-44365.64614154895
PowerTAC_2018_Finals_260,413,0.0,-3178.8009676278743,1756.999374329629,-1421.8015932982453,-49739.92138618505
PowerTAC_2018_Finals_260,414,0.0,-2922.74560442626,4239.250644480337,1316.5050400540767,-52207.828631410724
PowerTAC_2018_Finals_260,415,0.27,-2676.7952416577646,-6315.570829850534,-8992.096071508298,-56309.552587867154
PowerTAC_2018_Finals_260,416,1.501028058257532,-2198.9201896523773,-1729.9605022427568,-3927.3796638368767,-59247.681073987435
PowerTAC_2018_Finals_260,417,3.943154436877929,-2537.903215699085,12091.359072787403,9557.399011525196,-50140.60410535715
PowerTAC_2018_Finals_260,418,3.3707300658616317,-3752.5900277254477,8652.652878881963,4903.433581222377,-51078.929368062
PowerTAC_2018_Finals_260,419,2.010090609390691,-2870.6987352748874,7630.114228421589,4761.425583756092,-46594.24441051955
PowerTAC_2018_Finals_260,420,2.3,-3389.3139279142433,-45.444686844621174,-3432.4586147588643,-51543.637403070315
PowerTAC_2018_Finals_260,421,0.9284761272581408,-2773.3904705985806,3577.666280443078,805.2042859717558,-48591.2068936125
PowerTAC_2018_Finals_260,422,0.6549441283990662,-2228.936805367921,5523.152804659287,3294.870943419765,-44986.716917828424
PowerTAC_2018_Finals_260,423,2.244085919624273,-2429.2132632195935,3524.3364316806255,1097.3672543806565,-44345.64647781882
PowerTAC_2018_Finals_260,424,1.5122630429158535,-3952.101599827278,657.5245633927516,-3293.0647733916103,-46345.712933118026
PowerTAC_2018_Finals_260,425,-0.31718935495781686,-6020.350894767631,3484.092485619316,-2536.575598503273,-44643.76014945237
PowerTAC_2018_Finals_260,426,-0.7070063423254761,-6060.647843669842,2809.5483451642067,-3251.8065048479602,-41567.4771096232
PowerTAC_2018_Finals_260,427,-1.5292470548656691,-4677.820907693635,-1046.9203838622634,-5726.270538610764,-40356.38485864453
PowerTAC_2018_Finals_260,428,-0.5163024757384207,-2927.4636319434103,5500.222099856695,2572.2421654375466,-35366.945453433276
PowerTAC_2018_Finals_260,429,-2.2742342167883294,-3248.8971600066106,-21235.01759360124,-24486.188987824637,-56648.76675818254
PowerTAC_2018_Finals_260,430,-4.223868421976118,-1049.3590465429606,-5000.2390007475005,-6053.821915712437,-48037.694297488946
PowerTAC_2018_Finals_260,431,-0.19367309005364142,-1695.8679165792182,1928.84453235002,232.7829426807482,-40647.49239025953
PowerTAC_2018_Finals_260,432,-0.26021142368398387,-1766.1945678948705,-3412.238329806227,-5178.693109124782,-48516.67712016764
PowerTAC_2018_Finals_260,433,0.0,1446.8833840900243,1649.3912982908514,3096.2746823808757,-44780.04429270441
PowerTAC_2018_Finals_260,434,0.0,2250.4290704690357,3914.093971262744,6164.52304173178,-40752.491589779835
PowerTAC_2018_Finals_260,435,0.0,2652.9694590685212,-1536.1671723511427,1116.8022867173786,-41301.14571307295
PowerTAC_2018_Finals_260,436,0.0,1648.8024795159163,-15197.551848710846,-13548.74936919493,-54983.41228174203
PowerTAC_2018_Finals_260,437,0.0,1868.805231567445,-8163.011150857368,-6294.205919289923,-55809.979032518546
PowerTAC_2018_Finals_260,438,0.0,1958.8624920437487,3651.2896456466697,5610.152137690418,-49795.53117257585
PowerTAC_2018_Finals_260,439,0.19,1743.3278082698052,100.68944712651137,1844.2072553963167,-53033.394026755326
PowerTAC_2018_Finals_260,440,1.47,1831.2498327283793,-8990.22601887001,-7157.50618614163,-63683.04808502733
PowerTAC_2018_Finals_260,441,1.13,1597.5877710804998,-3365.374117309446,-1766.656346228946,-66194.72348527909
PowerTAC_2018_Finals_260,442,3.169379062689009,3286.4842816117016,4383.494574415126,7673.148235089517,-62037.46869182296
PowerTAC_2018_Finals_260,443,4.97,3514.4638909316527,3726.1838357095767,7245.617726641229,-60463.3885622186
PowerTAC_2018_Finals_260,444,3.7522296097735737,3306.1433691181956,7235.831137989411,10545.72673671738,-54602.33757193936
PowerTAC_2018_Finals_260,445,2.730162773327827,3789.915506822359,3437.9904716524325,7230.636141248119,-55711.01399785666
PowerTAC_2018_Finals_260,446,1.1397059994413938,4000.643131814919,-2335.709170561211,1666.0736672531493,-59662.800310838444
PowerTAC_2018_Finals_260,447,0.21915579749482494,-16453.255228468865,30498.734971702026,14045.698899030656,-45075.48834077451
PowerTAC_2018_Finals_260,448,-2.1123775630323887,4523.820221827955,18867.934746263767,23389.64259052869,-46793.42042534001
PowerTAC_2018_Finals_260,449,-2.0373953543705423,4764.424677128212,10919.814086362418,15682.201368136259,-46192.01389159829
PowerTAC_2018_Finals_260,450,8.657137562328199,-1222.5197369212183,6863.294774134343,5649.432174775453,-53257.28830910251
PowerTAC_2018_Finals_260,451,-8.878164657829554,-2341.0246867208043,3850.430763678969,1500.5279123003352,-50241.473797069906
PowerTAC_2018_Finals_260,452,-5.88211534547874,2054.443601790379,1247.558296664149,3296.1197831090494,-42159.140539913285
PowerTAC_2018_Finals_260,453,-10.723402933779937,-3670.061610892939,10396.13858503909,6715.353571212372,-54742.876002248435
PowerTAC_2018_Finals_260,454,-3.447257369031586,-680.1616731785834,2979.1348588998817,2295.5259283522664,-50250.38637911688
PowerTAC_2018_Finals_260,455,-2.048109949426097,2393.0437145552132,-2275.0350320973075,115.9605725084798,-47564.92318278897
PowerTAC_2018_Finals_260,456,0.0,2583.322752669097,-1767.509408803926,815.8133438651712,-52069.374546582236
PowerTAC_2018_Finals_260,457,-0.46136658195933933,105.64957833316294,-870.2104394917296,-765.022227740526,-47564.66048669523
PowerTAC_2018_Finals_260,458,0.0,-3292.4457626781877,3095.27201581782,-197.17374686036783,-49766.06364621048
PowerTAC_2018_Finals_260,459,0.0,10039.475168472112,7606.560710555083,17646.035879027193,-41601.358105219515
PowerTAC_2018_Finals_260,460,0.0,7659.083297667938,4977.969473480341,12637.05277114828,-48766.53371866617
PowerTAC_2018_Finals_260,461,0.0,5890.960766796517,4371.081291851381,10262.042058647898,-45925.44224319988
PowerTAC_2018_Finals_260,462,0.0,-875.8643014242698,-926.4098684276651,-1802.2741698519349,-44120.02975207496
PowerTAC_2018_Finals_260,463,0.01,-5278.449714471564,1680.131131217976,-3598.308583253588,-51115.89608966759
PowerTAC_2018_Finals_260,464,0.15,-9653.379929902032,7449.651707658162,-2203.57822224387,-51970.420125405835
PowerTAC_2018_Finals_260,465,-3.5125573470984133,6716.933007363463,2862.3821036436675,9575.802553660033,-46849.53209304209
PowerTAC_2018_Finals_260,466,-2.111896327829343,6401.450139409753,-963.6018738474504,5435.736369234473,-50249.338256230556
PowerTAC_2018_Finals_260,467,-3.012654466420874,-3048.4765428564133,218.43667490082044,-2833.0525224220137,-48733.080100091494
PowerTAC_2018_Finals_260,468,-1.7418949434413478,-662.1372054555832,1890.8385380657228,1226.9594376666982,-45901.59909761899
PowerTAC_2018_Finals_260,469,-0.38594914674644887,5883.558287093001,1224.895665420573,7108.068003366828,-46405.04509852123
PowerTAC_2018_Finals_260,470,-8.609677240110486,3266.007432564482,1014.2929449827843,4271.690700307156,-43419.151917844916
PowerTAC_2018_Finals_260,471,2.177039775533965,5249.448526442946,-13387.071456574651,-8135.445890356172,-51748.861423004055
PowerTAC_2018_Finals_260,472,-4.018755563470962,4689.437387404141,-7595.619056866052,-2910.200425025382,-54603.50061470237
PowerTAC_2018_Finals_260,473,-3.6464495290617887,490.27774861297075,-4407.043096734426,-3920.4117976505177,-55633.45015038798
PowerTAC_2018_Finals_260,474,-1.0394331829105719,5745.864532761792,-2202.6710608796766,3542.1540386992056,-58026.652178183765
PowerTAC_2018_Finals_260,475,-5.04897523281614,3861.595691335642,1088.0401693986405,4944.586885501467,-53525.75968879207
PowerTAC_2018_Finals_260,476,-2.7646469549240695,2158.0615166877105,2929.0068565268275,5084.3037262596135,-44561.237624051915
PowerTAC_2018_Finals_260,477,-3.466768505630581,5960.879715524556,-853.5319255415234,5103.881021477402,-52718.060963787335
PowerTAC_2018_Finals_260,478,-5.4994842731027145,3407.7451467952997,334.21647784248853,3736.4621403646856,-50926.47188460418
PowerTAC_2018_Finals_260,479,-2.3236886259524816,5288.07167941059,2308.629112931936,7594.377103716573,-44272.404595151966
PowerTAC_2018_Finals_260,480,-0.9114236233361339,-3785.3295999445545,-2105.3060315728626,-5891.547055140753,-56445.93016487486
PowerTAC_2018_Finals_260,481,-0.8218542359155592,-8465.246389758286,-244.21546946710077,-8710.283713461302,-58338.30785563101
PowerTAC_2018_Finals_260,482,0.0,-3338.8024948037855,-700.3570816884694,-4039.159576492255,-57322.77399454392
PowerTAC_2018_Finals_260,483,0.0,-2835.442913199957,1677.895452899923,-1157.547460300034,-46884.41774757721
PowerTAC_2018_Finals_260,484,0.0,-5212.928780313632,-431.11669595828425,-5644.045476271916,-56891.90369080153
PowerTAC_2018_Finals_260,485,0.0,937.8575620613774,538.8256951489002,1476.6832572102776,-49712.495947598545
PowerTAC_2018_Finals_260,486,0.0,826.0380538220998,368.3755881783618,1194.4136420004616,-46746.528267855436
PowerTAC_2018_Finals_260,487,0.3,12107.431395281441,-4803.319706144011,7304.411689137429,-48588.04033233145
PowerTAC_2018_Finals_260,488,1.7154050871447724,4668.311192524925,-1511.2697215375792,3158.7568760744907,-57859.79070723139
PowerTAC_2018_Finals_260,489,-1.5668624975442085,-4317.59831043805,7463.013104543504,3143.8479316079092,-49383.60906727224
PowerTAC_2018_Finals_260,490,-1.3240312170678163,-1336.0103859608644,-652.0049878981208,-1989.339405076053,-52689.89725612429
PowerTAC_2018_Finals_260,491,-2.3569057996494958,-940.8262801622477,1368.5195980874605,425.33641212556336,-52173.001125670635
PowerTAC_2018_Finals_260,492,-4.366556314749639,-1906.771293905258,4218.918818101288,2307.78096788128,-51348.52007963667
PowerTAC_2018_Finals_260,493,2.0326257837501513,913.6255644325065,3976.8546517233935,4892.512841939651,-46375.97523502764
PowerTAC_2018_Finals_260,494,-4.31734584644565,-69.16763924134284,3313.400538104147,3239.9155530163584,-44173.887269154045
PowerTAC_2018_Finals_260,495,0.5281288985060097,-2608.4186846318626,-14648.171155913833,-17256.06171164719,-63243.78912069819
PowerTAC_2018_Finals_260,496,0.5685897479774686,-2780.2638536907325,-8528.081500957958,-11307.776764900713,-58539.35016147213
PowerTAC_2018_Finals_260,497,0.43870498457177054,328.2241351834673,396.0752082428662,724.7380484109053,-55695.42748428859
PowerTAC_2018_Finals_260,498,-5.286413772725313,11780.848832319716,-6067.573990067727,5707.988428479264,-53930.8581836012
PowerTAC_2018_Finals_260,499,-0.9611621788751386,-243.41304482419946,-946.4162452668061,-1190.7904522698807,-51639.49186110958
PowerTAC_2018_Finals_260,500,5.629675038772698,6756.715241698304,-918.6310053525176,5843.71391138456,-46666.78411240786
PowerTAC_2018_Finals_260,501,-3.9310156943259464,-1098.276868692963,-4091.975733487234,-5194.1836178745225,-56703.5859388824
PowerTAC_2018_Finals_260,502,-3.178295903444262,2773.724660222775,-2507.8783865509795,262.6679777683512,-50363.28865532403
PowerTAC_2018_Finals_260,503,-0.926378154804091,1501.403348203501,-2874.934090061137,-1374.4571200124399,-55468.17821832788
PowerTAC_2018_Finals_260,504,-0.31691932729253836,12522.379617175902,2848.148393483403,15370.211091332012,-52315.28202019259
PowerTAC_2018_Finals_260,505,51.67951530798541,8144.576597226023,2026.127450959657,10222.383563493666,-50259.28062234698
PowerTAC_2018_Finals_260,506,13.600000000000005,14207.444475755055,577.6556425034723,14798.700118258528,-41256.190372258774
PowerTAC_2018_Finals_260,507,0.0,-1851.0495872191677,482.90684613827216,-1368.1427410808956,-48562.09811913215
PowerTAC_2018_Finals_260,508,0.0,17467.597096616082,6358.223573871097,23825.820670487177,-43917.23398638636
PowerTAC_2018_Finals_260,509,0.0,5720.335151100226,3275.818576193202,8996.153727293427,-39275.81373739034
PowerTAC_2018_Finals_260,510,0.0,1666.3919609457625,-1776.6760819832598,-110.28412103749724,-44543.63119765419
PowerTAC_2018_Finals_260,511,0.26,-12297.029337734166,6191.568895809898,-6105.200441924268,-56330.956721149996
PowerTAC_2018_Finals_260,512,0.31800437097387113,-1582.8939944492085,7743.527315017556,6160.951324939321,-54120.35463040795
PowerTAC_2018_Finals_260,513,2.527550949077158,3849.2795930741777,-17349.354680512348,-13497.547536489094,-62572.26152273094
PowerTAC_2018_Finals_260,514,3.264036073407269,1586.690549251849,-5294.959489255987,-3705.004903930731,-61534.925443209286
PowerTAC_2018_Finals_260,515,-2.626721083573209,3129.209688301118,745.5201990844253,3872.1031663019703,-57100.238311733745
PowerTAC_2018_Finals_260,516,0.9719576561303587,6261.150295422183,1694.991201311881,7957.113454390194,-51106.088853579044
PowerTAC_2018_Finals_260,517,2.3265702686028207,1633.43759294536,1287.1440534828998,2922.908216696863,-52738.510387466114
PowerTAC_2018_Finals_260,518,4.48,-1940.3487837026187,-3055.507299263516,-4991.376082966135,-57883.01648891062
PowerTAC_2018_Finals_260,519,-1.4525899950957013,6717.859110841768,3210.4753736202038,9926.881894466875,-60790.200696387954
PowerTAC_2018_Finals_260,520,-0.7438365331053176,294.68553637709556,351.08728464668457,645.0289844906748,-59174.73731734678
PowerTAC_2018_Finals_260,521,0.2570478101965774,-2828.9569096572814,602.5058122704468,-2226.194049576638,-59852.11638863943
PowerTAC_2018_Finals_260,522,-4.2008492658127095,-2434.745814517497,3227.7923910083846,788.8457272250748,-54899.81158450697
PowerTAC_2018_Finals_260,523,-1.8945119174481793,1507.6482929064696,3798.301420996473,5304.055201985495,-48119.38390248791
PowerTAC_2018_Finals_260,524,-0.9193108207378131,-1241.6056553076523,1108.5709088313179,-133.95405729707227,-46485.37388830847
PowerTAC_2018_Finals_260,525,-3.535582872879651,2592.458214966762,4222.027130861776,6810.949762955658,-51331.439769187215
PowerTAC_2018_Finals_260,526,-8.875868922393021,420.7551976910363,-3661.4225860452098,-3249.5432572765667,-50775.303759043956
PowerTAC_2018_Finals_260,527,0.0,4757.891309542763,2437.856755409397,7195.74806495216,-55730.73716595706
PowerTAC_2018_Finals_260,528,-4.853953459693781,3225.475474402723,-1386.2669447632652,1834.354576179764,-52790.33052513769
PowerTAC_2018_Finals_260,529,-0.14764659067036767,4055.7967445882896,3339.5763492399965,7395.225447237615,-47643.33801986405
PowerTAC_2018_Finals_260,530,0.0,-811.0391580645264,-5439.257964923134,-6250.29712298766,-51115.64346305728
PowerTAC_2018_Finals_260,531,0.0,12744.087664250623,16547.413314357025,29291.500978607648,-45583.151203021254
PowerTAC_2018_Finals_260,532,0.0,11193.242933710982,20567.15356478296,31760.39649849394,-41542.10906350643
PowerTAC_2018_Finals_260,533,0.0,-862.077802585678,22906.055342222055,22043.977539636377,-41396.23308983548
PowerTAC_2018_Finals_260,534,0.0,-1572.2856704680635,22719.998294222853,21147.71262375479,-44501.27197826142
PowerTAC_2018_Finals_260,535,0.2,15060.040400833204,16505.602433626624,31565.84283445983,-50923.06696780451
PowerTAC_2018_Finals_260,536,1.1689953517934955,12755.540099659502,21294.12861406319,34050.83770907448,-54660.182626556925
PowerTAC_2018_Finals_260,537,1.4932450831278268,18962.776353897774,24580.92758815842,43545.197187139325,-48617.564247178
PowerTAC_2018_Finals_260,538,2.097062924269941,15173.35819696666,19772.63060190256,34948.08586179349,-49201.7854586023
PowerTAC_2018_Finals_260,539,1.9296726143303236,13329.492751154681,16196.898824303884,29528.321248072898,-59238.550245792576
PowerTAC_2018_Finals_260,540,4.19,10267.812168587428,30527.386694976885,40799.388863564316,-52401.37125382827
PowerTAC_2018_Finals_260,541,0.005579328757143842,12143.101548665694,25445.988115336964,37589.095243331416,-54316.22730507608
PowerTAC_2018_Finals_260,542,0.7598205218941336,12278.135463729657,33938.52906349828,46217.42434774983,-53248.80840183722
PowerTAC_2018_Finals_260,543,1.53,5216.550000558365,31693.245223463688,36911.32522402205,-49996.00554294811
PowerTAC_2018_Finals_260,544,1.08,19083.866869305388,33700.13625543745,52785.08312474284,-49559.99935913692
PowerTAC_2018_Finals_260,545,-1.078260474421686,1943.4278780654859,33231.756747315056,35174.10636490612,-44810.67729008536
PowerTAC_2018_Finals_260,546,0.28,2261.3002725727983,31592.036585532634,33853.61685810543,-41079.983495789726
PowerTAC_2018_Finals_260,547,-0.05636035186510746,391.7559758078096,30212.813843364696,30604.513458820642,-37975.458133587825
PowerTAC_2018_Finals_260,548,0.0,15739.693239119952,27973.104341905488,43712.79758102544,-36885.62344141776
PowerTAC_2018_Finals_260,549,0.0,5663.882111458075,5362.524253429692,11026.406364887767,-54738.24469201692
PowerTAC_2018_Finals_260,550,-0.06768974651695103,8813.565812085044,34531.5050194942,43345.00314183273,-43558.109381464514
PowerTAC_2018_Finals_260,551,-0.3828552885540617,21476.205988902875,37980.08411924716,59455.907252861485,-41844.58561390673
PowerTAC_2018_Finals_260,552,0.0,21697.57665250152,16278.824970771268,37976.40162327279,-59332.113786655835
PowerTAC_2018_Finals_260,553,-1.2133270057338201,8164.566672057808,-8007.6157473386265,155.73759771344794,-56760.53308372035
PowerTAC_2018_Finals_260,554,0.0,-397.29101811891087,3476.4559971134586,3079.1649789945477,-49392.37114556838
PowerTAC_2018_Finals_260,555,0.0,379.1914816187691,3642.7970638759725,4021.9885454947416,-47131.296305289725
PowerTAC_2018_Finals_260,556,0.0,7325.746434314654,5951.203401268525,13276.949835583178,-41246.58090543059
PowerTAC_2018_Finals_260,557,0.0,5529.051649416554,3907.1938389724237,9436.245488388977,-40429.84270830058
PowerTAC_2018_Finals_260,558,0.0,11558.946166701167,-1690.6883128114641,9868.257853889703,-47826.3875252533
PowerTAC_2018_Finals_260,559,0.28,7545.670751228057,-4469.678378233366,3076.272372994691,-53133.304331135834
PowerTAC_2018_Finals_260,560,0.33293026488956956,-2020.4949601801254,-133.22778230185213,-2153.3898122170876,-52296.45243351803
PowerTAC_2018_Finals_260,561,2.7199999999999998,8657.548590448685,-8879.239877498178,-218.97128704949318,-59953.56874672097
PowerTAC_2018_Finals_260,562,5.511772989560471,-2157.531511629689,-811.9632389916587,-2963.982977631787,-55438.17124149054
PowerTAC_2018_Finals_260,563,3.4109368867109007,1735.5944167146654,2751.3345697983386,4490.339923399715,-58444.157066449196
PowerTAC_2018_Finals_260,564,4.7,6942.281831645327,3526.163532050814,10473.145363696141,-53289.406658755855
PowerTAC_2018_Finals_260,565,0.31,8392.846806793079,5041.456449812038,13434.613256605116,-47865.06178360829
PowerTAC_2018_Finals_260,566,1.05,-2011.4042187266887,-7578.405834476922,-9588.76005320361,-60097.06893665106
PowerTAC_2018_Finals_260,567,0.3,1474.2896411386728,-7051.321918176756,-5576.732277038083,-60184.78030990796
PowerTAC_2018_Finals_260,568,2.51,-2476.4916134785885,9244.542122831,6770.560509352412,-47403.78059585933
PowerTAC_2018_Finals_260,569,-0.3258396128564756,2864.5448344165343,-1730.9567057116146,1133.2622890920634,-53459.89662309791
PowerTAC_2018_Finals_260,570,0.01,-3160.0049135769273,5306.777784697137,2146.7828711202096,-43607.77361203447
PowerTAC_2018_Finals_260,571,-0.8698429289940002,4090.7100640061826,7970.648920971198,12060.489142048387,-38179.02297285106
PowerTAC_2018_Finals_260,572,-0.015818721501300814,772.8630698989564,495.5039188433584,1268.3511700208135,-41737.01061608925
PowerTAC_2018_Finals_260,573,0.0,-2216.17059824591,31539.66025394646,29323.48965570055,-38950.10290431601
PowerTAC_2018_Finals_260,574,0.0,-2792.3735519236698,7066.495760600821,4274.122208677151,-36423.070322113956
PowerTAC_2018_Finals_260,575,0.0,4387.523282790935,-12955.284788818375,-8567.76150602744,-52682.93269951666
PowerTAC_2018_Finals_260,576,0.0,-212.7123783627967,-3101.064534830766,-3313.776913193563,-50203.389976590275
PowerTAC_2018_Finals_260,577,0.0,759.6523825101267,-22525.289520599228,-21765.6371380891,-51882.77449886751
PowerTAC_2018_Finals_260,578,0.0,-275.0020200138915,-33876.14379653502,-34151.14581654891,-63093.14834908352
PowerTAC_2018_Finals_260,579,0.0,6207.86981745087,-32117.047545824687,-25909.17772837382,-58703.34324356908
PowerTAC_2018_Finals_260,580,0.0,4918.1485521352915,-34818.99657115609,-29900.848019020796,-62815.926865005844
PowerTAC_2018_Finals_260,581,0.0,3996.3392691467634,-37386.49825995208,-33390.158990805314,-68944.70170914324
PowerTAC_2018_Finals_260,582,0.0,5857.531292875714,-24041.875881493354,-18184.34458861764,-60265.18269747032
PowerTAC_2018_Finals_260,583,0.16,3482.4331541282127,-22275.86594038312,-18793.272786254907,-59795.322506309174
PowerTAC_2018_Finals_260,584,1.81,-1132.7162491802937,-16531.956194716713,-17662.862443897007,-56267.36492739055
PowerTAC_2018_Finals_260,585,3.39,-473.38787210506234,-7614.608303529312,-8084.606175634374,-51501.667195037684
PowerTAC_2018_Finals_260,586,2.0162022488227347,-3692.5657035457252,-16268.753981505743,-19959.303482802647,-55490.2860551731
PowerTAC_2018_Finals_260,587,3.8700000000000006,-4506.5128526839635,-21436.846668449383,-25939.489521133346,-61146.79322656008
PowerTAC_2018_Finals_260,588,3.7899999999999996,1655.6220996589846,-10817.964420579905,-9158.55232092092,-54922.20792448358
PowerTAC_2018_Finals_260,589,-0.06567627831081158,2004.813420845283,-12358.150630796004,-10353.402886229032,-53462.99537384196
PowerTAC_2018_Finals_260,590,0.74,1823.028160586282,-23851.994349420493,-22028.22618883421,-66494.80440300608
PowerTAC_2018_Finals_260,591,-0.9499999999999993,2674.032752864079,-27594.57742282344,-24921.49466995936,-65581.40734804688
PowerTAC_2018_Finals_260,592,0.18,-1100.7174190022324,-18479.92248274984,-19580.459901752074,-55800.237044940426
