PowerTAC_2018_Finals_260,2,-71651380.3235,20942579.7669,2189523.2777,-38567.6255,2940042.9342,8253.5312,-824885.0583
default broker,-63825.1035,31912.5518,6615.5900,-66.1559,75847.7554,1873.5450,-5386.6876
SPOT,-22950185.0713,7195023.5942,657554.2516,-13266.3492,1242361.9931,10922.8763,-307028.5091
AgentUDE,-48637370.1486,13715643.6209,1525353.4361,-25235.1204,1621833.1857,9030.1127,-512469.8617
